survived,pclass,age,sibsp,parch,fare,sex_male,embarked_Q,embarked_S
-0.7892723355548015,0.8273772438659699,-0.6119166323502879,0.8102200324595066,0.0,-0.8205524467753036,True,False,True
1.266989801811655,-1.5661069258891576,0.7153043494803103,0.8102200324595066,0.0,2.0316232164746784,False,False,False
1.266989801811655,0.8273772438659699,-0.2801113868926384,-0.6025119615158758,0.0,-0.7875775669667633,False,False,True
1.266989801811655,-1.5661069258891576,0.4664504153870731,0.8102200324595066,0.0,1.4192967965159125,False,False,True
-0.7892723355548015,0.8273772438659699,0.4664504153870731,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.761524969334327,True,True,False
-0.7892723355548015,-1.5661069258891576,2.0425253313109084,-0.6025119615158758,0.0,1.358842850200255,True,False,True
-0.7892723355548015,0.8273772438659699,-2.2294672039563297,2.9293180234225806,0.0,-0.14517805662260871,True,False,True
1.266989801811655,0.8273772438659699,-0.19716007552822604,-0.6025119615158758,0.0,-0.6308467419449267,False,False,True
1.266989801811655,-0.3693648410115938,-1.2755271232655871,0.8102200324595066,0.0,0.2942818304613415,False,False,False
1.266989801811655,0.8273772438659699,-2.105040236909711,0.8102200324595066,0.0,-0.35890412945574,False,False,True
1.266989801811655,-1.5661069258891576,2.084000986993115,-0.6025119615158758,0.0,0.12228485737999564,False,False,True
-0.7892723355548015,0.8273772438659699,-0.7778192550791128,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
-0.7892723355548015,0.8273772438659699,0.7982556608447227,0.8102200324595066,0.0,0.35310901603977735,True,False,True
-0.7892723355548015,0.8273772438659699,-1.2755271232655871,-0.6025119615158758,0.0,-0.7910362654711258,False,False,True
1.266989801811655,-0.3693648410115938,2.084000986993115,-0.6025119615158758,0.0,-0.393100301109041,False,False,True
-0.7892723355548015,0.8273772438659699,-2.2294672039563297,2.9293180234225806,0.0,0.24807791739035287,True,True,False
1.266989801811655,-0.3693648410115938,0.02673527282213031,-0.6025119615158758,0.0,-0.539655322480331,True,False,True
-0.7892723355548015,0.8273772438659699,0.13464516992942355,0.8102200324595066,0.0,-0.29539695352818096,False,False,True
1.266989801811655,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.8217737386200644,False,False,False
-0.7892723355548015,-0.3693648410115938,0.4664504153870731,-0.6025119615158758,0.0,0.0954164367952591,True,False,True
1.266989801811655,-0.3693648410115938,0.3834991040226607,-0.6025119615158758,0.0,-0.539655322480331,True,False,True
1.266989801811655,0.8273772438659699,-1.1925758119011747,-0.6025119615158758,0.0,-0.7824872225578006,False,True,False
1.266989801811655,-1.5661069258891576,-0.11420876416381363,-0.6025119615158758,0.0,0.5595073378043441,True,False,True
-0.7892723355548015,0.8273772438659699,-1.7732349914520615,2.9293180234225806,0.0,-0.14517805662260871,False,False,True
1.266989801811655,0.8273772438659699,0.7153043494803103,0.8102200324595066,0.0,0.35860482934120075,False,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.8217737386200644,True,False,False
-0.7892723355548015,-1.5661069258891576,-0.8607705664435251,2.9293180234225806,0.0,2.0316232164746784,True,False,True
1.266989801811655,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.789814973626365,False,True,False
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,True,False,True
-0.7892723355548015,-1.5661069258891576,0.881206972209135,-0.6025119615158758,0.0,0.1794803970538311,True,False,False
1.266989801811655,-1.5661069258891576,0.02673527282213031,0.8102200324595066,0.0,2.0316232164746784,False,False,False
1.266989801811655,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7961266098800885,False,True,False
-0.7892723355548015,-0.3693648410115938,2.084000986993115,-0.6025119615158758,0.0,-0.661784506956406,True,False,True
-0.7892723355548015,-1.5661069258891576,-0.11420876416381363,0.8102200324595066,0.0,2.0316232164746784,True,False,False
-0.7892723355548015,-1.5661069258891576,1.0471095949379599,0.8102200324595066,0.0,1.3655599553464393,True,False,True
1.266989801811655,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.8215685615901446,True,False,False
-0.7892723355548015,0.8273772438659699,-0.6948679437147004,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
-0.7892723355548015,0.8273772438659699,-0.9437218778079376,2.222952026434889,0.0,-0.29539695352818096,False,False,True
1.266989801811655,0.8273772438659699,-1.2755271232655871,0.8102200324595066,0.0,-0.6255512205060441,False,False,False
-0.7892723355548015,0.8273772438659699,0.881206972209135,0.8102200324595066,0.0,-0.7118574725915968,False,False,True
-0.7892723355548015,-0.3693648410115938,-0.19716007552822604,0.8102200324595066,0.0,-0.14884193215689093,False,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,True,False,False
1.266989801811655,-0.3693648410115938,-2.1879915482741232,0.8102200324595066,0.0,0.8564864331111263,False,False,False
1.266989801811655,0.8273772438659699,-0.8607705664435251,-0.6025119615158758,0.0,-0.789814973626365,False,True,False
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,0.8102200324595066,0.0,-0.417526138004256,True,True,False
1.266989801811655,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7961266098800885,False,True,False
-0.7892723355548015,0.8273772438659699,0.02673527282213031,2.222952026434889,0.0,-0.1156618753184308,True,False,False
-0.7892723355548015,0.8273772438659699,-0.9437218778079376,0.8102200324595066,0.0,-0.30516728828626694,False,False,True
-0.7892723355548015,0.8273772438659699,-1.8561863028164738,2.9293180234225806,0.0,0.7640737218017698,True,False,True
-0.7892723355548015,0.8273772438659699,-0.6948679437147004,-0.6025119615158758,0.0,-0.793684026190567,True,False,True
1.266989801811655,-1.5661069258891576,1.6277687744888465,0.8102200324595066,0.0,2.0316232164746784,False,False,False
1.266989801811655,-0.3693648410115938,-0.031257452799401245,0.8102200324595066,0.0,0.0954164367952591,False,False,True
-0.7892723355548015,-1.5661069258891576,2.084000986993115,-0.6025119615158758,0.0,1.8530605784358982,True,False,False
1.266989801811655,-1.5661069258891576,0.02673527282213031,-0.6025119615158758,0.0,0.5595073378043441,True,False,True
1.266989801811655,-0.3693648410115938,-0.6948679437147004,-0.6025119615158758,0.0,-0.661784506956406,False,False,True
-0.7892723355548015,0.8273772438659699,-0.07273310848160744,-0.6025119615158758,0.0,-0.8215685615901446,True,False,False
1.266989801811655,-0.3693648410115938,-2.0220889255452987,0.8102200324595066,0.0,0.18090686592851163,False,False,True
-0.7892723355548015,0.8273772438659699,-1.5243810573588243,2.9293180234225806,0.0,1.1164164190152461,True,False,True
-0.7892723355548015,0.8273772438659699,-0.6119166323502879,-0.6025119615158758,0.0,-0.8215685615901446,True,False,False
1.266989801811655,-1.5661069258891576,0.7153043494803103,-0.6025119615158758,0.0,2.0316232164746784,False,False,True
-0.7892723355548015,-1.5661069258891576,1.295963529031197,0.8102200324595066,0.0,2.0316232164746784,True,False,True
-0.7892723355548015,0.8273772438659699,-2.105040236909711,2.9293180234225806,0.0,0.18823461699707605,True,False,True
-0.7892723355548015,-1.5661069258891576,0.02673527282213031,-0.6025119615158758,0.0,0.1794803970538311,True,False,False
1.266989801811655,0.8273772438659699,0.02673527282213031,0.8102200324595066,0.0,-0.42994423348178334,True,False,False
1.266989801811655,-0.3693648410115938,-0.031257452799401245,-0.6025119615158758,0.0,-0.661784506956406,False,False,True
-0.7892723355548015,0.8273772438659699,-0.8607705664435251,-0.6025119615158758,0.0,-0.776180471471456,True,False,True
1.266989801811655,0.8273772438659699,-1.02667318917235,2.9293180234225806,0.0,-0.7875775669667633,False,False,True
-0.7892723355548015,0.8273772438659699,-0.2801113868926384,2.222952026434889,0.0,-0.7515494575463212,True,False,True
-0.7892723355548015,-0.3693648410115938,0.21759648129383594,-0.6025119615158758,0.0,-0.661784506956406,True,False,True
-0.7892723355548015,0.8273772438659699,-1.1096245005367624,2.9293180234225806,0.0,1.1164164190152461,False,False,True
-0.7892723355548015,-0.3693648410115938,-0.6948679437147004,-0.6025119615158758,0.0,2.0316232164746784,True,False,True
-0.7892723355548015,0.8273772438659699,-0.2801113868926384,0.8102200324595066,0.0,-0.46861521845428766,True,False,False
1.266989801811655,0.8273772438659699,0.21759648129383594,-0.6025119615158758,0.0,1.5851873103734548,True,False,True
-0.7892723355548015,0.8273772438659699,-0.3630626982570508,-0.6025119615158758,0.0,-0.8010117772591314,True,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,True,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
1.266989801811655,-0.3693648410115938,-2.2294672039563297,-0.6025119615158758,0.0,0.24197145816654914,True,False,True
1.266989801811655,0.8273772438659699,0.051693858565011144,-0.6025119615158758,0.0,-0.5653024512203068,False,False,True
-0.7892723355548015,0.8273772438659699,-0.6119166323502879,-0.6025119615158758,0.0,-0.735062017642051,True,False,True
1.266989801811655,0.8273772438659699,-0.031257452799401245,-0.6025119615158758,0.0,-0.710636180746836,True,False,True
1.266989801811655,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7942946721129476,False,True,False
-0.7892723355548015,-1.5661069258891576,-0.11420876416381363,-0.6025119615158758,0.0,1.1261867537733323,True,False,True
1.266989801811655,-0.3693648410115938,-1.02667318917235,-0.6025119615158758,0.0,-0.661784506956406,False,False,True
1.266989801811655,0.8273772438659699,0.3005477926582483,2.9293180234225806,0.0,-0.4004280521776055,False,False,True
-0.7892723355548015,0.8273772438659699,-1.1096245005367624,0.8102200324595066,0.0,0.5045492047901105,True,False,True
-0.7892723355548015,0.8273772438659699,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
1.266989801811655,-1.5661069258891576,-0.5289653209858756,2.9293180234225806,0.0,2.0316232164746784,False,False,True
-0.7892723355548015,0.8273772438659699,-0.4460140096214632,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
-0.7892723355548015,0.8273772438659699,-0.031257452799401245,-0.6025119615158758,0.0,-0.7814711077429595,True,False,True
-0.7892723355548015,0.8273772438659699,-0.7778192550791128,-0.6025119615158758,0.0,-0.7910362654711258,True,False,True
